name,rating,review_count,price,categories,address,latitude,longitude,yelp_url,score,price_level
Motto Tea Cafe,4.2,1081,$$,"Desserts, Bubble Tea, Pancakes","100 W Green St, Unit 101, Pasadena, CA 91105",34.14423,-118.15275,https://www.yelp.com/biz/motto-tea-cafe-pasadena-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,29.343579129506992,Medium
Macu Tea - Pasadena ,4.5,130,,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","20 East Colorado Blvd, Pasadena, CA 91105",34.145484,-118.150011,https://www.yelp.com/biz/macu-tea-pasadena-pasadena-3?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,21.93838795440518,Unknown
Sunright Tea Studio - Alhambra,4.1,77,$$,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","2320 W Commonwealth Ave, Ste 303, Alhambra, CA 91803",34.08702132823499,-118.14847257057752,https://www.yelp.com/biz/sunright-tea-studio-alhambra-alhambra?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.862506189427325,Medium
Tpumps - Pasadena,4.1,1423,$$,"Bubble Tea, Coffee & Tea","524 S Lake Ave, Pasadena, CA 91101",34.13683558543087,-118.1319377,https://www.yelp.com/biz/tpumps-pasadena-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,29.771022877084874,Medium
Sweet Heart Dessert House,3.7,468,$,"Desserts, Cantonese, Bubble Tea","8522 E Valley Blvd, Unit 106, Rosemead, CA 91770",34.0797995794774,-118.083454929292,https://www.yelp.com/biz/sweet-heart-dessert-house-rosemead?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,22.757230243251232,Low
Sunmerry Bakery,3.6,529,$,"Bakeries, Bubble Tea, Breakfast & Brunch","5728 Rosemead Blvd, Temple City, CA 91780",34.1040733,-118.0733451,https://www.yelp.com/biz/sunmerry-bakery-temple-city?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,22.582357223566202,Low
Odd One Out Tea Pasadena,4.1,165,$$,"Bubble Tea, Tea Rooms, Coffee & Tea","14 S Fair Oaks Ave, Pasadena, CA 91105",34.14549,-118.15027,https://www.yelp.com/biz/odd-one-out-tea-pasadena-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,20.959149932261827,Medium
Hello Boba,4.4,322,$$,"Coffee & Tea, Bubble Tea, Desserts","11230 Garvey Ave, Ste C, El Monte, CA 91733",34.062457,-118.031157,https://www.yelp.com/biz/hello-boba-el-monte?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,25.42167022217969,Medium
B’Lets Roastery,4.0,232,$,"Waffles, Coffee & Tea, Bubble Tea","9328 Garvey Ave, Ste B, South El Monte, CA 91733",34.062455,-118.065651,https://www.yelp.com/biz/b-lets-roastery-south-el-monte-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,21.8041538142628,Low
Coconut & Co,4.7,260,$$,"Bubble Tea, Juice Bars & Smoothies, Desserts","1045 Valley Blvd, Ste A102, San Gabriel, CA 91776",34.08116,-118.08452,https://www.yelp.com/biz/coconut-and-co-san-gabriel?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,26.15324591441666,Medium
Sunright Tea Studio - Arcadia,4.3,242,$$,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","1220 S Golden West Ave, Ste A, Arcadia, CA 91007",34.1246801754787,-118.05931842331334,https://www.yelp.com/biz/sunright-tea-studio-arcadia-arcadia-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,23.620164206364358,Medium
Tim’s Thai Tea,4.1,112,,"Desserts, Bubble Tea, Shaved Ice","264 S Mission Dr, Unit F, San Gabriel , CA 91776",34.0988059,-118.1092204,https://www.yelp.com/biz/tim-s-thai-tea-san-gabriel-4?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,19.382290056720596,Unknown
Sharetea,3.9,473,$,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","55 E Duarte Rd, Ste 104, Arcadia, CA 91006",34.13004,-118.02898,https://www.yelp.com/biz/sharetea-arcadia-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,24.028708554610798,Low
Cup of Cha Tea House,4.6,733,$$,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","521 S Myrtle Ave, Monrovia, CA 91016",34.146283,-118.001209,https://www.yelp.com/biz/cup-of-cha-tea-house-monrovia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,30.35314153162677,Medium
ALittle Tea,4.4,43,,Bubble Tea,"1671 E Colorado Blvd, Pasadena, CA 91106",34.14625,-118.115944,https://www.yelp.com/biz/alittle-tea-pasadena-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.65043438924035,Unknown
Easweet Tea,4.0,60,$$,"Coffee & Tea, Juice Bars & Smoothies, Bubble Tea","400 S Baldwin Ave, Ste 2203, Arcadia, CA 91007",34.134663258950056,-118.05218304586194,https://www.yelp.com/biz/easweet-tea-arcadia-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.443495456693245,Medium
Why Thirsty,4.0,674,$$,"Taiwanese, Bubble Tea, Noodles","7248 Rosemead Blvd, San Gabriel, CA 91775",34.1290450569645,-118.0726089,https://www.yelp.com/biz/why-thirsty-san-gabriel?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,26.05885076349012,Medium
Miss Cheese Tea Cafe,3.8,1343,$$,"Bubble Tea, Cafes, Pancakes","238 S Arroyo Pkwy, Ste 110, Pasadena, CA 91105",34.142129705297776,-118.1472516433694,https://www.yelp.com/biz/miss-cheese-tea-cafe-pasadena-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,27.37294098011576,Medium
Sunmerry Bakery,3.9,494,$$,"Coffee & Tea, Bakeries, Bubble Tea","500 N Atlantic Blvd, Ste 112, Monterey Park, CA 91754",34.06828,-118.13367,https://www.yelp.com/biz/sunmerry-bakery-monterey-park-4?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,24.197775274017893,Medium
HaiCha,5.0,461,$$,"Bubble Tea, Coffee & Tea","12 Harkness Ave, Pasadena, CA 91106",34.146192653259945,-118.1201962,https://www.yelp.com/biz/haicha-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,30.677824455408693,Medium
Tea Spots,3.7,718,$$,"Shaved Ice, Bubble Tea, Chinese","1443 E Colorado Blvd, Pasadena, CA 91106",34.1464745,-118.12064445950718,https://www.yelp.com/biz/tea-spots-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,24.338087023567876,Medium
L'moon Creamery - Pasadena,4.6,384,$$,"Ice Cream & Frozen Yogurt, Bubble Tea","1045 E Green St, Pasadena, CA 91106",34.1447008,-118.12879203036526,https://www.yelp.com/biz/l-moon-creamery-pasadena-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,27.384919337723808,Medium
One Zo - Monterey Park,3.5,816,$$,Bubble Tea,"500 N Atlantic Blvd, Ste 168, Monterey Park, CA 91754",34.068089,-118.133795,https://www.yelp.com/biz/one-zo-monterey-park-monterey-park-6?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,23.46973683201001,Medium
Wushiland Boba,3.7,337,$$,"Coffee & Tea, Bubble Tea, Ice Cream & Frozen Yogurt","400 S Baldwin Ave, Ste 231, Santa Anita mall, Arcadia, CA 91007",34.133786810806924,-118.05149621413668,https://www.yelp.com/biz/wushiland-boba-arcadia-5?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,21.54526981328717,Medium
Twisteas,4.5,284,$$,"Bubble Tea, Tea Rooms","605 N New Ave, Ste B, Monterey Park, CA 91755",34.069377163084006,-118.1085494,https://www.yelp.com/biz/twisteas-monterey-park?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,25.43620131120893,Medium
Molly Tea Arcadia,5.0,2,,"Bubble Tea, Coffee & Tea","1130 S Baldwin Ave, A5, Arcadia, CA 91007",34.12680750455603,-118.05432561762444,https://www.yelp.com/biz/molly-tea-arcadia-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,5.493061443340547,Unknown
SunTea,4.3,49,,Bubble Tea,"137 N Montebello Blvd, Ste A, Montebello, CA 90640",34.01178938422416,-118.10825211165668,https://www.yelp.com/biz/suntea-montebello?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.821698923341028,Unknown
Dym - Books & Boba,4.6,38,,"Bookstores, Bubble Tea","2057 N Los Robles Ave, Ste 10, Pasadena, CA 91104",34.18112116992825,-118.14201458884068,https://www.yelp.com/biz/dym-books-and-boba-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.85238357219637,Unknown
Tea Maru,3.8,141,$$,"Tea Rooms, Bubble Tea","57 Wheeler Ave, Unit A, Arcadia, CA 91006",34.1415,-118.0289,https://www.yelp.com/biz/tea-maru-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,18.83214281888479,Medium
Cha Li,3.7,3,,Bubble Tea,"127 E Garvey Ave, Ste 127A, Monterey Park, CA 91755",34.062767,-118.122004,https://www.yelp.com/biz/cha-li-monterey-park?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,5.129289136143595,Unknown
Bon Appetea Cafe - Arcadia,3.8,365,$,"Coffee & Tea, Bubble Tea, Fast Food","160 E Duarte Rd, Ste A, Arcadia, CA 91006",34.1301,-118.0252,https://www.yelp.com/biz/bon-appetea-cafe-arcadia-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,22.430006666925188,Low
Happy Lemon Arcadia,3.8,71,,"Bubble Tea, Beverage Store, Coffee & Tea","1019 S Baldwin Ave, Arcadia, CA 91007",34.128078,-118.055052,https://www.yelp.com/biz/happy-lemon-arcadia-arcadia-3?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.25133125226101,Unknown
LT9 Tea Blends,4.5,585,$$,"Bubble Tea, Hainan, Shaved Ice","50 N Raymond Ave, Pasadena, CA 91103",34.1467018369979,-118.14876760362546,https://www.yelp.com/biz/lt9-tea-blends-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,28.679939053096554,Medium
7 TEA,4.3,184,$$,"Coffee & Tea, Desserts, Bubble Tea","746 E Colorado Blvd, Pasadena, CA 91101",34.14557,-118.13487,https://www.yelp.com/biz/7-tea-pasadena-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,22.447530047836796,Medium
Prolece Tea,4.2,493,$$,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","19 S Fair Oaks Ave, Pasadena, CA 91105",34.1453966027817,-118.150601,https://www.yelp.com/biz/prolece-tea-pasadena-12?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,26.050649172189278,Medium
Hello Boba,4.4,35,,"Bubble Tea, Coffee & Tea","4788 Peck Rd, El Monte, CA 91732",34.089989,-118.01387,https://www.yelp.com/biz/hello-boba-el-monte-3?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,15.767483329206884,Unknown
Home Brewed Bar,4.3,120,$$,"Coffee & Tea, Bubble Tea, Caterers","101 S Madison Ave, Pasadena, CA 91101",34.144156,-118.138623,https://www.yelp.com/biz/home-brewed-bar-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,20.621899346065987,Medium
It's Boba Time - Alhambra,3.6,88,$$,"Acai Bowls, Bubble Tea, Juice Bars & Smoothies","9 East Main St, Alhambra, CA 91801",34.09593,-118.12668,https://www.yelp.com/biz/its-boba-time-alhambra-alhambra-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.159090931035703,Medium
Coconut Jelly King - Arcadia,4.2,77,,"Desserts, Bubble Tea, Juice Bars & Smoothies","1101 Huntington Dr, Arcadia, CA 91007",34.1318519954379,-118.06607867055229,https://www.yelp.com/biz/coconut-jelly-king-arcadia-arcadia-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,18.298177072096287,Unknown
1 Point Little,4.1,9,,"Bubble Tea, Coffee & Tea","1671 E Colorado Blvd, Pasadena, CA 91106",34.14625,-118.115944,https://www.yelp.com/biz/1-point-little-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,9.440598881275587,Unknown
Hop Cafe,4.5,142,,"Coffee & Tea, Bubble Tea, Chicken Shop","168 Las Tunas Dr, Ste 103, Arcadia, CA 91007",34.10722,-118.037137,https://www.yelp.com/biz/hop-cafe-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,22.332800836169582,Unknown
Ono Tea House,4.5,86,$,"Bubble Tea, Juice Bars & Smoothies, Coffee & Tea","10533 Garvey Ave, Ste C, El Monte, CA 91733",34.063152,-118.042935,https://www.yelp.com/biz/ono-tea-house-el-monte-3?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,20.096586533945626,Low
Lollicup Fresh,3.8,371,$,"Juice Bars & Smoothies, Coffee & Tea, Bubble Tea","228 West Valley Blvd., Ste 106A, Alhambra, CA 91801",34.07832442224515,-118.12482620351928,https://www.yelp.com/biz/lollicup-fresh-alhambra?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,22.491796646237955,Low
Yin Yang Tea,4.6,82,$,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","1263 N Lake Ave, Pasadena, CA 91104",34.1673315451833,-118.13317834110444,https://www.yelp.com/biz/yin-yang-tea-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,20.32666679586435,Low
Tru Tea,4.9,30,,"Bakeries, Bubble Tea","396 S Arroyo Pkwy, Pasadena, CA 91105",34.13920131313613,-118.1468712,https://www.yelp.com/biz/tru-tea-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.82653730197722,Unknown
Twinkle Tea - Pasadena ,4.4,189,$$,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","498 S Lake Ave Pasadena Ca 91101, Pasadena, CA 91101",34.13726,-118.13196,https://www.yelp.com/biz/twinkle-tea-pasadena-pasadena-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,23.08690591750614,Medium
TeaBites,4.0,45,$$,"Chinese, Bubble Tea, Coffee & Tea","1811 S San Gabriel Blvd, San Gabriel, CA 91776",34.07668,-118.09103,https://www.yelp.com/biz/teabites-san-gabriel?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,15.31456558595638,Medium
January Boba & Cake,4.3,27,,"Coffee & Tea, Patisserie/Cake Shop, Bubble Tea","2089 S Atlantic Blvd, Unit A, Monterey Park, CA 91754",34.040241,-118.143452,https://www.yelp.com/biz/january-boba-and-cake-monterey-park?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,14.328479393753376,Unknown
Yu Cake,3.0,95,,"Bubble Tea, Bakeries, Desserts","301 W Valley Blvd, Ste 111, San Gabriel, CA 91776",34.08006,-118.10413,https://www.yelp.com/biz/yu-cake-san-gabriel?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,13.693044574403508,Unknown
Bubble Puff & Tea,4.4,265,$,"Bubble Tea, Waffles, Cafes","1543 E Colorado Blvd, Pasadena, CA 91106",34.14627444412603,-118.1185732905998,https://www.yelp.com/biz/bubble-puff-and-tea-pasadena-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,24.56738375863948,Low
TeaMorrow,4.2,490,$,"Taiwanese, Bubble Tea, Coffee & Tea","1005 Mission St, Ste A, South Pasadena, CA 91030",34.1156051,-118.15694,https://www.yelp.com/biz/teamorrow-south-pasadena-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,26.025065336736986,Low
Fresh Delicious,4.1,89,,"Bubble Tea, Juice Bars & Smoothies, Taiwanese","229 S 1st Ave, Arcadia, CA 91006",34.13692,-118.02851,https://www.yelp.com/biz/fresh-delicious-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,18.449219648354084,Unknown
Sun Tea Day,4.7,246,$$,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","921 S Baldwin Ave, Ste E, Arcadia, CA 91007",34.12929,-118.05493,https://www.yelp.com/biz/sun-tea-day-arcadia-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,25.894125182151495,Medium
Lollicup Fresh,4.6,32,,"Coffee & Tea, Bubble Tea, Juice Bars & Smoothies","400 S Baldwin Ave, Ste 9038, Arcadia, CA 91007",34.135381936697826,-118.0510761315142,https://www.yelp.com/biz/lollicup-fresh-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,16.083934782745807,Unknown
Squishmallow Surf Club,4.2,5,,"Desserts, Bubble Tea, Coffee & Tea","5805 Rosemead Blvd, Temple City, CA 91780",34.105411710370134,-118.07454232261124,https://www.yelp.com/biz/squishmallow-surf-club-temple-city?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,7.525389770757831,Unknown
Simplee Boba,3.7,379,$$,"Bubble Tea, Desserts, Coffee & Tea","954 Mission St, South Pasadena, CA 91030",34.115875,-118.157595,https://www.yelp.com/biz/simplee-boba-south-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,21.9786336350656,Medium
Lollicup Fresh,4.3,3,,"Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","1628 Montebello Town Ctr, Montebello, CA 90640",34.03688,-118.08669,https://www.yelp.com/biz/lollicup-fresh-montebello?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,5.9610657528155295,Unknown
Tpumps,4.3,116,$,"Bubble Tea, Juice Bars & Smoothies, Coffee & Tea","510 S Myrtle Ave, Monrovia, CA 91016",34.14663,-118.00058,https://www.yelp.com/biz/tpumps-monrovia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,20.47734791963035,Low
Boba Box,4.4,342,$$,"Coffee & Tea, Bubble Tea, Juice Bars & Smoothies","101 W Foothill Blvd, Monrovia, CA 91016",34.1515514153583,-118.001355465962,https://www.yelp.com/biz/boba-box-monrovia-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,25.68601396753014,Medium
Boba Friend,4.6,264,,"Bubble Tea, Desserts, Juice Bars & Smoothies","346 W Huntington Dr, Monrovia, CA 91016",34.13947577808158,-118.0071831348323,https://www.yelp.com/biz/boba-friend-monrovia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,25.66675719953662,Unknown
It’s Boba Time - Pasadena,3.9,97,$$,"Bubble Tea, Juice Bars & Smoothies, Acai Bowls","1810 E Colorado Blvd, Pasadena, CA 91106",34.145796,-118.11297,https://www.yelp.com/biz/it-s-boba-time-pasadena-pasadena-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.88137316681523,Medium
BoBa ChaCha Pasadena,4.2,343,$$,"Coffee & Tea, Bubble Tea","26 N Raymond Ave, Pasadena, CA 91103",34.14634,-118.14862,https://www.yelp.com/biz/boba-chacha-pasadena-pasadena?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,24.530694960968273,Medium
Bobby Thai,4.7,124,$$,"Thai, Noodles, Bubble Tea","9814 Garvey Ave, El Monte, CA 91733",34.06251946093378,-118.05522547058656,https://www.yelp.com/biz/bobby-thai-el-monte?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,22.693074565320817,Medium
Quickly,3.7,117,$,"Bubble Tea, Chinese, Fast Food","8930 Mission Dr, Ste 103, Rosemead, CA 91770",34.08439,-118.07449,https://www.yelp.com/biz/quickly-rosemead-2?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,17.651533110522962,Low
Oops Boba Tea & Coffee - Arcadia,4.2,369,$$,"Bubble Tea, Coffee & Tea","411 E Huntington Dr, Ste 110, Arcadia, CA 91006",34.141051,-118.021805,https://www.yelp.com/biz/oops-boba-tea-and-coffee-arcadia-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,24.836712623680736,Medium
Tasty Corner,5.0,2,,"Chinese, Bubble Tea, Juice Bars & Smoothies","2099 S Atlantic Blvd, Monterey Park, CA 91754",34.040195142994,-118.1439488,https://www.yelp.com/biz/tasty-corner-monterey-park?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,5.493061443340547,Unknown
Tea Brick - Arcadia,4.0,212,$$,"Bubble Tea, Desserts, Juice Bars & Smoothies","1 W Duarte Rd, Ste A, Arcadia, CA 91007",34.1298379748168,-118.031637920277,https://www.yelp.com/biz/tea-brick-arcadia-arcadia?adjust_creative=WYnczc9sYXmFLFotwsvgBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=WYnczc9sYXmFLFotwsvgBA,21.445168662837702,Medium
